,drug_name,dates
34420,Phentermine (Page 5),"May 1, 2019"
34421,Phentermine (Page 5),"May 1, 2019"
34422,Phentermine (Page 5),"April 28, 2019"
34423,Phentermine (Page 5),"April 26, 2019"
34424,Phentermine (Page 5),"April 26, 2019"
34425,Phentermine (Page 5),"April 25, 2019"
34426,Phentermine (Page 5),"April 20, 2019"
34427,Phentermine (Page 5),"April 18, 2019"
34428,Phentermine (Page 5),"April 17, 2019"
34429,Phentermine (Page 6),"April 12, 2019"
34430,Phentermine (Page 6),"April 9, 2019"
34431,Phentermine (Page 6),"April 4, 2019"
34432,Phentermine (Page 6),"March 31, 2019"
34433,Phentermine (Page 6),"March 28, 2019"
34434,Phentermine (Page 6),"March 26, 2019"
34435,Phentermine (Page 6),"March 25, 2019"
34436,Phentermine (Page 6),"March 20, 2019"
34437,Phentermine (Page 6),"March 18, 2019"
34438,Phentermine (Page 6),"March 17, 2019"
34439,Phentermine (Page 6),"March 15, 2019"
34440,Phentermine (Page 6),"March 7, 2019"
34441,Phentermine (Page 6),"March 5, 2019"
34442,Phentermine (Page 6),"March 2, 2019"
34443,Phentermine (Page 6),"February 24, 2019"
34444,Phentermine (Page 6),"February 21, 2019"
34445,Phentermine (Page 6),"February 19, 2019"
34446,Phentermine (Page 6),"February 12, 2019"
34447,Phentermine (Page 6),"February 9, 2019"
34448,Phentermine (Page 6),"February 8, 2019"
34449,Phentermine (Page 6),"February 8, 2019"
34450,Phentermine (Page 6),"February 5, 2019"
34451,Phentermine (Page 6),"February 5, 2019"
34452,Phentermine (Page 6),"January 26, 2019"
34453,Phentermine (Page 6),"January 25, 2019"
34454,Phentermine (Page 7),"January 24, 2019"
34455,Phentermine (Page 7),"January 22, 2019"
34456,Phentermine (Page 7),"January 22, 2019"
34457,Phentermine (Page 7),"January 20, 2019"
34458,Phentermine (Page 7),"January 17, 2019"
34459,Phentermine (Page 7),"January 6, 2019"
34460,Phentermine (Page 7),"January 4, 2019"
34461,Phentermine (Page 7),"December 31, 2018"
34462,Phentermine (Page 7),"December 28, 2018"
34463,Phentermine (Page 7),"December 23, 2018"
34464,Phentermine (Page 7),"December 17, 2018"
34465,Phentermine (Page 7),"December 13, 2018"
34466,Phentermine (Page 7),"December 13, 2018"
34467,Phentermine (Page 7),"December 11, 2018"
34468,Phentermine (Page 7),"December 7, 2018"
34469,Phentermine (Page 7),"December 5, 2018"
34470,Phentermine (Page 7),"December 1, 2018"
34471,Phentermine (Page 7),"December 1, 2018"
34472,Phentermine (Page 7),"November 30, 2018"
34473,Phentermine (Page 7),"November 14, 2018"
34474,Phentermine (Page 7),"November 13, 2018"
34475,Phentermine (Page 7),"November 10, 2018"
34476,Phentermine (Page 7),"November 6, 2018"
34477,Phentermine (Page 7),"November 4, 2018"
34478,Phentermine (Page 7),"October 30, 2018"
34479,Phentermine (Page 8),"October 29, 2018"
34480,Phentermine (Page 8),"October 29, 2018"
34481,Phentermine (Page 8),"October 20, 2018"
34482,Phentermine (Page 8),"October 19, 2018"
34483,Phentermine (Page 8),"October 17, 2018"
34484,Phentermine (Page 8),"October 11, 2018"
34485,Phentermine (Page 8),"October 9, 2018"
34486,Phentermine (Page 8),"October 7, 2018"
34487,Phentermine (Page 8),"October 7, 2018"
34488,Phentermine (Page 8),"October 5, 2018"
34489,Phentermine (Page 8),"October 3, 2018"
34490,Phentermine (Page 8),"October 3, 2018"
34491,Phentermine (Page 8),"October 2, 2018"
34492,Phentermine (Page 8),"October 1, 2018"
34493,Phentermine (Page 8),"September 29, 2018"
34494,Phentermine (Page 8),"September 26, 2018"
34495,Phentermine (Page 8),"September 24, 2018"
34496,Phentermine (Page 8),"September 24, 2018"
34497,Phentermine (Page 8),"September 24, 2018"
34498,Phentermine (Page 8),"September 21, 2018"
34499,Phentermine (Page 8),"September 20, 2018"
34500,Phentermine (Page 8),"September 20, 2018"
34501,Phentermine (Page 8),"September 19, 2018"
34502,Phentermine (Page 8),"September 14, 2018"
34503,Phentermine (Page 8),"September 14, 2018"
34504,Phentermine (Page 9),"September 13, 2018"
34505,Phentermine (Page 9),"September 9, 2018"
34506,Phentermine (Page 9),"September 8, 2018"
34507,Phentermine (Page 9),"September 7, 2018"
34508,Phentermine (Page 9),"September 6, 2018"
34509,Phentermine (Page 9),"September 4, 2018"
34510,Phentermine (Page 9),"September 2, 2018"
34511,Phentermine (Page 9),"September 1, 2018"
34512,Phentermine (Page 9),"August 31, 2018"
34513,Phentermine (Page 9),"August 30, 2018"
34514,Phentermine (Page 9),"August 28, 2018"
34515,Phentermine (Page 9),"August 27, 2018"
34516,Phentermine (Page 9),"August 27, 2018"
34517,Phentermine (Page 9),"August 23, 2018"
34518,Phentermine (Page 9),"August 19, 2018"
34519,Phentermine (Page 9),"August 18, 2018"
34520,Phentermine (Page 9),"August 15, 2018"
34521,Phentermine (Page 9),"August 14, 2018"
34522,Phentermine (Page 9),"August 6, 2018"
34523,Phentermine (Page 9),"August 4, 2018"
34524,Phentermine (Page 9),"August 2, 2018"
34525,Phentermine (Page 9),"July 31, 2018"
34526,Phentermine (Page 9),"July 28, 2018"
34527,Phentermine (Page 9),"July 21, 2018"
34528,Phentermine (Page 9),"July 21, 2018"
34529,Phentermine (Page 10),"July 20, 2018"
34530,Phentermine (Page 10),"July 19, 2018"
34531,Phentermine (Page 10),"July 18, 2018"
34532,Phentermine (Page 10),"July 9, 2018"
34533,Phentermine (Page 10),"July 9, 2018"
34534,Phentermine (Page 10),"July 7, 2018"
34535,Phentermine (Page 10),"July 6, 2018"
34536,Phentermine (Page 10),"July 2, 2018"
34537,Phentermine (Page 10),"July 1, 2018"
34538,Phentermine (Page 10),"July 1, 2018"
34539,Phentermine (Page 10),"June 30, 2018"
34540,Phentermine (Page 10),"June 25, 2018"
34541,Phentermine (Page 10),"June 25, 2018"
34542,Phentermine (Page 10),"June 23, 2018"
34543,Phentermine (Page 10),"June 23, 2018"
34544,Phentermine (Page 10),"June 19, 2018"
34545,Phentermine (Page 10),"June 16, 2018"
34546,Phentermine (Page 10),"June 14, 2018"
34547,Phentermine (Page 10),"June 11, 2018"
34548,Phentermine (Page 10),"June 11, 2018"
34549,Phentermine (Page 10),"June 5, 2018"
34550,Phentermine (Page 10),"May 31, 2018"
34551,Phentermine (Page 10),"May 31, 2018"
34552,Phentermine (Page 10),"May 29, 2018"
34553,Phentermine (Page 10),"May 29, 2018"
34554,Phentermine (Page 11),"May 29, 2018"
34555,Phentermine (Page 11),"May 24, 2018"
34556,Phentermine (Page 11),"May 23, 2018"
34557,Phentermine (Page 11),"May 23, 2018"
34558,Phentermine (Page 11),"May 22, 2018"
34559,Phentermine (Page 11),"May 20, 2018"
34560,Phentermine (Page 11),"May 19, 2018"
34561,Phentermine (Page 11),"May 19, 2018"
34562,Phentermine (Page 11),"May 19, 2018"
34563,Phentermine (Page 11),"May 18, 2018"
34564,Phentermine (Page 11),"May 18, 2018"
34565,Phentermine (Page 11),"May 17, 2018"
34566,Phentermine (Page 11),"May 17, 2018"
34567,Phentermine (Page 11),"May 16, 2018"
34568,Phentermine (Page 11),"May 15, 2018"
34569,Phentermine (Page 11),"May 15, 2018"
34570,Phentermine (Page 11),"May 14, 2018"
34571,Phentermine (Page 11),"May 13, 2018"
34572,Phentermine (Page 11),"May 11, 2018"
34573,Phentermine (Page 11),"May 9, 2018"
34574,Phentermine (Page 11),"May 8, 2018"
34575,Phentermine (Page 11),"May 6, 2018"
34576,Phentermine (Page 11),"May 5, 2018"
34577,Phentermine (Page 11),"May 5, 2018"
34578,Phentermine (Page 11),"May 3, 2018"
34579,Phentermine (Page 12),"May 2, 2018"
34580,Phentermine (Page 12),"May 2, 2018"
34581,Phentermine (Page 12),"May 1, 2018"
34582,Phentermine (Page 12),"April 29, 2018"
34583,Phentermine (Page 12),"April 26, 2018"
34584,Phentermine (Page 12),"April 26, 2018"
34585,Phentermine (Page 12),"April 26, 2018"
34586,Phentermine (Page 12),"April 26, 2018"
34587,Phentermine (Page 12),"April 25, 2018"
34588,Phentermine (Page 12),"April 24, 2018"
34589,Phentermine (Page 12),"April 22, 2018"
34590,Phentermine (Page 12),"April 21, 2018"
34591,Phentermine (Page 12),"April 20, 2018"
34592,Phentermine (Page 12),"April 19, 2018"
34593,Phentermine (Page 12),"April 19, 2018"
34594,Phentermine (Page 12),"April 18, 2018"
34595,Phentermine (Page 12),"April 18, 2018"
34596,Phentermine (Page 12),"April 18, 2018"
34597,Phentermine (Page 12),"April 17, 2018"
34598,Phentermine (Page 12),"April 17, 2018"
34599,Phentermine (Page 12),"April 16, 2018"
34600,Phentermine (Page 12),"April 15, 2018"
34601,Phentermine (Page 12),"April 14, 2018"
34602,Phentermine (Page 12),"April 14, 2018"
34603,Phentermine (Page 12),"April 14, 2018"
34604,Phentermine (Page 13),"April 14, 2018"
34605,Phentermine (Page 13),"April 13, 2018"
34606,Phentermine (Page 13),"April 12, 2018"
34607,Phentermine (Page 13),"April 12, 2018"
34608,Phentermine (Page 13),"April 10, 2018"
34609,Phentermine (Page 13),"April 10, 2018"
34610,Phentermine (Page 13),"April 9, 2018"
34611,Phentermine (Page 13),"April 8, 2018"
34612,Phentermine (Page 13),"April 7, 2018"
34613,Phentermine (Page 13),"April 7, 2018"
34614,Phentermine (Page 13),"April 6, 2018"
34615,Phentermine (Page 13),"April 6, 2018"
34616,Phentermine (Page 13),"April 5, 2018"
34617,Phentermine (Page 13),"April 3, 2018"
34618,Phentermine (Page 13),"April 2, 2018"
34619,Phentermine (Page 13),"April 2, 2018"
34620,Phentermine (Page 13),"March 30, 2018"
34621,Phentermine (Page 13),"March 30, 2018"
34622,Phentermine (Page 13),"March 30, 2018"
34623,Phentermine (Page 13),"March 29, 2018"
34624,Phentermine (Page 13),"March 26, 2018"
34625,Phentermine (Page 13),"March 26, 2018"
34626,Phentermine (Page 13),"March 26, 2018"
34627,Phentermine (Page 13),"March 25, 2018"
34628,Phentermine (Page 13),"March 25, 2018"
34629,Phentermine (Page 14),"March 24, 2018"
34630,Phentermine (Page 14),"March 24, 2018"
34631,Phentermine (Page 14),"March 22, 2018"
34632,Phentermine (Page 14),"March 22, 2018"
34633,Phentermine (Page 14),"March 21, 2018"
34634,Phentermine (Page 14),"March 21, 2018"
34635,Phentermine (Page 14),"March 20, 2018"
34636,Phentermine (Page 14),"March 18, 2018"
34637,Phentermine (Page 14),"March 17, 2018"
34638,Phentermine (Page 14),"March 17, 2018"
34639,Phentermine (Page 14),"March 16, 2018"
34640,Phentermine (Page 14),"March 14, 2018"
34641,Phentermine (Page 14),"March 14, 2018"
34642,Phentermine (Page 14),"March 14, 2018"
34643,Phentermine (Page 14),"March 13, 2018"
34644,Phentermine (Page 14),"March 13, 2018"
34645,Phentermine (Page 14),"March 11, 2018"
34646,Phentermine (Page 14),"March 11, 2018"
34647,Phentermine (Page 14),"March 10, 2018"
34648,Phentermine (Page 14),"March 7, 2018"
34649,Phentermine (Page 14),"March 6, 2018"
34650,Phentermine (Page 14),"March 3, 2018"
34651,Phentermine (Page 14),"March 1, 2018"
34652,Phentermine (Page 14),"February 28, 2018"
34653,Phentermine (Page 14),"February 28, 2018"
34654,Phentermine (Page 15),"February 27, 2018"
34655,Phentermine (Page 15),"February 26, 2018"
34656,Phentermine (Page 15),"February 24, 2018"
34657,Phentermine (Page 15),"February 20, 2018"
34658,Phentermine (Page 15),"February 18, 2018"
34659,Phentermine (Page 15),"February 18, 2018"
34660,Phentermine (Page 15),"February 18, 2018"
34661,Phentermine (Page 15),"February 12, 2018"
34662,Phentermine (Page 15),"February 10, 2018"
34663,Phentermine (Page 15),"February 10, 2018"
34664,Phentermine (Page 15),"February 9, 2018"
34665,Phentermine (Page 15),"February 9, 2018"
34666,Phentermine (Page 15),"February 8, 2018"
34667,Phentermine (Page 15),"February 8, 2018"
34668,Phentermine (Page 15),"February 8, 2018"
34669,Phentermine (Page 15),"February 7, 2018"
34670,Phentermine (Page 15),"February 6, 2018"
34671,Phentermine (Page 15),"February 6, 2018"
34672,Phentermine (Page 15),"February 6, 2018"
34673,Phentermine (Page 15),"February 4, 2018"
34674,Phentermine (Page 15),"February 3, 2018"
34675,Phentermine (Page 15),"February 2, 2018"
34676,Phentermine (Page 15),"February 2, 2018"
34677,Phentermine (Page 15),"February 2, 2018"
34678,Phentermine (Page 15),"February 1, 2018"
34679,Phentermine (Page 16),"February 1, 2018"
34680,Phentermine (Page 16),"January 30, 2018"
34681,Phentermine (Page 16),"January 28, 2018"
34682,Phentermine (Page 16),"January 27, 2018"
34683,Phentermine (Page 16),"January 26, 2018"
34684,Phentermine (Page 16),"January 21, 2018"
34685,Phentermine (Page 16),"January 18, 2018"
34686,Phentermine (Page 16),"January 17, 2018"
34687,Phentermine (Page 16),"January 16, 2018"
34688,Phentermine (Page 16),"January 15, 2018"
34689,Phentermine (Page 16),"January 13, 2018"
34690,Phentermine (Page 16),"January 11, 2018"
34691,Phentermine (Page 16),"January 10, 2018"
34692,Phentermine (Page 16),"January 3, 2018"
34693,Phentermine (Page 16),"December 31, 2017"
34694,Phentermine (Page 16),"December 28, 2017"
34695,Phentermine (Page 16),"December 28, 2017"
34696,Phentermine (Page 16),"December 21, 2017"
34697,Phentermine (Page 16),"December 18, 2017"
34698,Phentermine (Page 16),"December 15, 2017"
34699,Phentermine (Page 16),"December 10, 2017"
34700,Phentermine (Page 16),"December 9, 2017"
34701,Phentermine (Page 16),"December 7, 2017"
34702,Phentermine (Page 16),"December 5, 2017"
34703,Phentermine (Page 16),"December 4, 2017"
34704,Phentermine (Page 17),"December 4, 2017"
34705,Phentermine (Page 17),"December 4, 2017"
34706,Phentermine (Page 17),"December 4, 2017"
34707,Phentermine (Page 17),"November 27, 2017"
34708,Phentermine (Page 17),"November 25, 2017"
34709,Phentermine (Page 17),"November 23, 2017"
34710,Phentermine (Page 17),"November 21, 2017"
34711,Phentermine (Page 17),"November 20, 2017"
34712,Phentermine (Page 17),"November 20, 2017"
34713,Phentermine (Page 17),"November 20, 2017"
34714,Phentermine (Page 17),"November 19, 2017"
34715,Phentermine (Page 17),"November 19, 2017"
34716,Phentermine (Page 17),"November 19, 2017"
34717,Phentermine (Page 17),"November 17, 2017"
34718,Phentermine (Page 17),"November 11, 2017"
34719,Phentermine (Page 17),"November 11, 2017"
34720,Phentermine (Page 17),"November 9, 2017"
34721,Phentermine (Page 17),"November 8, 2017"
34722,Phentermine (Page 17),"November 7, 2017"
34723,Phentermine (Page 17),"November 7, 2017"
34724,Phentermine (Page 17),"November 6, 2017"
34725,Phentermine (Page 17),"November 4, 2017"
34726,Phentermine (Page 17),"November 4, 2017"
34727,Phentermine (Page 17),"November 4, 2017"
34728,Phentermine (Page 17),"November 3, 2017"
34729,Phentermine (Page 18),"November 3, 2017"
34730,Phentermine (Page 18),"November 1, 2017"
34731,Phentermine (Page 18),"October 31, 2017"
34732,Phentermine (Page 18),"October 30, 2017"
34733,Phentermine (Page 18),"October 28, 2017"
34734,Phentermine (Page 18),"October 27, 2017"
34735,Phentermine (Page 18),"October 26, 2017"
34736,Phentermine (Page 18),"October 24, 2017"
34737,Phentermine (Page 18),"October 24, 2017"
34738,Phentermine (Page 18),"October 24, 2017"
34739,Phentermine (Page 18),"October 23, 2017"
34740,Phentermine (Page 18),"October 21, 2017"
34741,Phentermine (Page 18),"October 18, 2017"
34742,Phentermine (Page 18),"October 17, 2017"
34743,Phentermine (Page 18),"October 16, 2017"
34744,Phentermine (Page 18),"October 15, 2017"
34745,Phentermine (Page 18),"October 14, 2017"
34746,Phentermine (Page 18),"October 10, 2017"
34747,Phentermine (Page 18),"October 9, 2017"
34748,Phentermine (Page 18),"October 9, 2017"
34749,Phentermine (Page 18),"October 7, 2017"
34750,Phentermine (Page 18),"October 5, 2017"
34751,Phentermine (Page 18),"October 3, 2017"
34752,Phentermine (Page 18),"September 30, 2017"
34753,Phentermine (Page 18),"September 29, 2017"
34754,Phentermine (Page 19),"September 29, 2017"
34755,Phentermine (Page 19),"September 28, 2017"
34756,Phentermine (Page 19),"September 28, 2017"
34757,Phentermine (Page 19),"September 27, 2017"
34758,Phentermine (Page 19),"September 27, 2017"
34759,Phentermine (Page 19),"September 26, 2017"
34760,Phentermine (Page 19),"September 26, 2017"
34761,Phentermine (Page 19),"September 25, 2017"
34762,Phentermine (Page 19),"September 22, 2017"
34763,Phentermine (Page 19),"September 20, 2017"
34764,Phentermine (Page 19),"September 20, 2017"
34765,Phentermine (Page 19),"September 19, 2017"
34766,Phentermine (Page 19),"September 18, 2017"
34767,Phentermine (Page 19),"September 15, 2017"
34768,Phentermine (Page 19),"September 12, 2017"
34769,Phentermine (Page 19),"September 11, 2017"
34770,Phentermine (Page 19),"September 10, 2017"
34771,Phentermine (Page 19),"September 9, 2017"
34772,Phentermine (Page 19),"September 7, 2017"
34773,Phentermine (Page 19),"September 7, 2017"
34774,Phentermine (Page 19),"September 7, 2017"
34775,Phentermine (Page 19),"September 6, 2017"
34776,Phentermine (Page 19),"September 5, 2017"
34777,Phentermine (Page 19),"September 5, 2017"
34778,Phentermine (Page 19),"September 4, 2017"
34779,Phentermine (Page 20),"September 3, 2017"
34780,Phentermine (Page 20),"September 3, 2017"
34781,Phentermine (Page 20),"September 2, 2017"
34782,Phentermine (Page 20),"September 1, 2017"
34783,Phentermine (Page 20),"August 31, 2017"
34784,Phentermine (Page 20),"August 31, 2017"
34785,Phentermine (Page 20),"August 29, 2017"
34786,Phentermine (Page 20),"August 28, 2017"
34787,Phentermine (Page 20),"August 27, 2017"
34788,Phentermine (Page 20),"August 27, 2017"
34789,Phentermine (Page 20),"August 24, 2017"
34790,Phentermine (Page 20),"August 24, 2017"
34791,Phentermine (Page 20),"August 23, 2017"
34792,Phentermine (Page 20),"August 23, 2017"
34793,Phentermine (Page 20),"August 22, 2017"
34794,Phentermine (Page 20),"August 22, 2017"
34795,Phentermine (Page 20),"August 21, 2017"
34796,Phentermine (Page 20),"August 21, 2017"
34797,Phentermine (Page 20),"August 20, 2017"
34798,Phentermine (Page 20),"August 19, 2017"
34799,Phentermine (Page 20),"August 19, 2017"
34800,Phentermine (Page 20),"August 19, 2017"
34801,Phentermine (Page 20),"August 17, 2017"
34802,Phentermine (Page 20),"August 16, 2017"
34803,Phentermine (Page 20),"August 16, 2017"
34804,Phentermine (Page 21),"August 16, 2017"
34805,Phentermine (Page 21),"August 15, 2017"
34806,Phentermine (Page 21),"August 14, 2017"
34807,Phentermine (Page 21),"August 14, 2017"
34808,Phentermine (Page 21),"August 14, 2017"
34809,Phentermine (Page 21),"August 14, 2017"
34810,Phentermine (Page 21),"August 12, 2017"
34811,Phentermine (Page 21),"August 12, 2017"
34812,Phentermine (Page 21),"August 10, 2017"
34813,Phentermine (Page 21),"August 9, 2017"
34814,Phentermine (Page 21),"August 8, 2017"
34815,Phentermine (Page 21),"August 7, 2017"
34816,Phentermine (Page 21),"August 7, 2017"
34817,Phentermine (Page 21),"August 5, 2017"
34818,Phentermine (Page 21),"August 3, 2017"
34819,Phentermine (Page 21),"August 2, 2017"
34820,Phentermine (Page 21),"August 1, 2017"
34821,Phentermine (Page 21),"July 31, 2017"
34822,Phentermine (Page 21),"July 30, 2017"
34823,Phentermine (Page 21),"July 28, 2017"
34824,Phentermine (Page 21),"July 27, 2017"
34825,Phentermine (Page 21),"July 27, 2017"
34826,Phentermine (Page 21),"July 27, 2017"
34827,Phentermine (Page 21),"July 26, 2017"
34828,Phentermine (Page 21),"July 25, 2017"
34829,Phentermine (Page 22),"July 25, 2017"
34830,Phentermine (Page 22),"July 23, 2017"
34831,Phentermine (Page 22),"July 23, 2017"
34832,Phentermine (Page 22),"July 22, 2017"
34833,Phentermine (Page 22),"July 20, 2017"
34834,Phentermine (Page 22),"July 20, 2017"
34835,Phentermine (Page 22),"July 20, 2017"
34836,Phentermine (Page 22),"July 19, 2017"
34837,Phentermine (Page 22),"July 18, 2017"
34838,Phentermine (Page 22),"July 18, 2017"
34839,Phentermine (Page 22),"July 18, 2017"
34840,Phentermine (Page 22),"July 17, 2017"
34841,Phentermine (Page 22),"July 16, 2017"
34842,Phentermine (Page 22),"July 15, 2017"
34843,Phentermine (Page 22),"July 13, 2017"
34844,Phentermine (Page 22),"July 12, 2017"
34845,Phentermine (Page 22),"July 12, 2017"
34846,Phentermine (Page 22),"July 11, 2017"
34847,Phentermine (Page 22),"July 10, 2017"
34848,Phentermine (Page 22),"July 10, 2017"
34849,Phentermine (Page 22),"July 7, 2017"
34850,Phentermine (Page 22),"July 6, 2017"
34851,Phentermine (Page 22),"July 6, 2017"
34852,Phentermine (Page 22),"July 4, 2017"
34853,Phentermine (Page 22),"July 2, 2017"
34854,Phentermine (Page 23),"July 2, 2017"
34855,Phentermine (Page 23),"July 1, 2017"
34856,Phentermine (Page 23),"June 30, 2017"
34857,Phentermine (Page 23),"June 29, 2017"
34858,Phentermine (Page 23),"June 29, 2017"
34859,Phentermine (Page 23),"June 28, 2017"
34860,Phentermine (Page 23),"June 26, 2017"
34861,Phentermine (Page 23),"June 25, 2017"
34862,Phentermine (Page 23),"June 22, 2017"
34863,Phentermine (Page 23),"June 22, 2017"
34864,Phentermine (Page 23),"June 22, 2017"
34865,Phentermine (Page 23),"June 21, 2017"
34866,Phentermine (Page 23),"June 21, 2017"
34867,Phentermine (Page 23),"June 20, 2017"
34868,Phentermine (Page 23),"June 20, 2017"
34869,Phentermine (Page 23),"June 19, 2017"
34870,Phentermine (Page 23),"June 17, 2017"
34871,Phentermine (Page 23),"June 16, 2017"
34872,Phentermine (Page 23),"June 15, 2017"
34873,Phentermine (Page 23),"June 14, 2017"
34874,Phentermine (Page 23),"June 12, 2017"
34875,Phentermine (Page 23),"June 10, 2017"
34876,Phentermine (Page 23),"June 9, 2017"
34877,Phentermine (Page 23),"June 8, 2017"
34878,Phentermine (Page 23),"June 6, 2017"
34879,Phentermine (Page 24),"June 6, 2017"
34880,Phentermine (Page 24),"June 5, 2017"
34881,Phentermine (Page 24),"June 5, 2017"
34882,Phentermine (Page 24),"June 4, 2017"
34883,Phentermine (Page 24),"June 4, 2017"
34884,Phentermine (Page 24),"June 4, 2017"
34885,Phentermine (Page 24),"June 3, 2017"
34886,Phentermine (Page 24),"June 3, 2017"
34887,Phentermine (Page 24),"June 2, 2017"
34888,Phentermine (Page 24),"June 2, 2017"
34889,Phentermine (Page 24),"June 2, 2017"
34890,Phentermine (Page 24),"June 2, 2017"
34891,Phentermine (Page 24),"June 2, 2017"
34892,Phentermine (Page 24),"June 1, 2017"
34893,Phentermine (Page 24),"May 30, 2017"
34894,Phentermine (Page 24),"May 27, 2017"
34895,Phentermine (Page 24),"May 26, 2017"
34896,Phentermine (Page 24),"May 25, 2017"
34897,Phentermine (Page 24),"May 25, 2017"
34898,Phentermine (Page 24),"May 25, 2017"
34899,Phentermine (Page 24),"May 24, 2017"
34900,Phentermine (Page 24),"May 24, 2017"
34901,Phentermine (Page 24),"May 23, 2017"
34902,Phentermine (Page 24),"May 22, 2017"
34903,Phentermine (Page 24),"May 21, 2017"
34904,Phentermine (Page 25),"May 19, 2017"
34905,Phentermine (Page 25),"May 19, 2017"
34906,Phentermine (Page 25),"May 19, 2017"
34907,Phentermine (Page 25),"May 19, 2017"
34908,Phentermine (Page 25),"May 18, 2017"
34909,Phentermine (Page 25),"May 18, 2017"
34910,Phentermine (Page 25),"May 17, 2017"
34911,Phentermine (Page 25),"May 17, 2017"
34912,Phentermine (Page 25),"May 16, 2017"
34913,Phentermine (Page 25),"May 16, 2017"
34914,Phentermine (Page 25),"May 16, 2017"
34915,Phentermine (Page 25),"May 15, 2017"
34916,Phentermine (Page 25),"May 15, 2017"
34917,Phentermine (Page 25),"May 14, 2017"
34918,Phentermine (Page 25),"May 13, 2017"
34919,Phentermine (Page 25),"May 13, 2017"
34920,Phentermine (Page 25),"May 12, 2017"
34921,Phentermine (Page 25),"May 12, 2017"
34922,Phentermine (Page 25),"May 11, 2017"
34923,Phentermine (Page 25),"May 11, 2017"
34924,Phentermine (Page 25),"May 11, 2017"
34925,Phentermine (Page 25),"May 10, 2017"
34926,Phentermine (Page 25),"May 10, 2017"
34927,Phentermine (Page 25),"May 9, 2017"
34928,Phentermine (Page 25),"May 8, 2017"
34929,Phentermine (Page 26),"May 8, 2017"
34930,Phentermine (Page 26),"May 7, 2017"
34931,Phentermine (Page 26),"May 7, 2017"
34932,Phentermine (Page 26),"May 6, 2017"
34933,Phentermine (Page 26),"May 5, 2017"
34934,Phentermine (Page 26),"May 5, 2017"
34935,Phentermine (Page 26),"May 5, 2017"
34936,Phentermine (Page 26),"May 4, 2017"
34937,Phentermine (Page 26),"May 4, 2017"
34938,Phentermine (Page 26),"May 4, 2017"
34939,Phentermine (Page 26),"May 3, 2017"
34940,Phentermine (Page 26),"May 3, 2017"
34941,Phentermine (Page 26),"May 2, 2017"
34942,Phentermine (Page 26),"April 29, 2017"
34943,Phentermine (Page 26),"April 28, 2017"
34944,Phentermine (Page 26),"April 27, 2017"
34945,Phentermine (Page 26),"April 27, 2017"
34946,Phentermine (Page 26),"April 25, 2017"
34947,Phentermine (Page 26),"April 25, 2017"
34948,Phentermine (Page 26),"April 24, 2017"
34949,Phentermine (Page 26),"April 22, 2017"
34950,Phentermine (Page 26),"April 20, 2017"
34951,Phentermine (Page 26),"April 19, 2017"
34952,Phentermine (Page 26),"April 19, 2017"
34953,Phentermine (Page 26),"April 17, 2017"
34954,Phentermine (Page 27),"April 16, 2017"
34955,Phentermine (Page 27),"April 13, 2017"
34956,Phentermine (Page 27),"April 13, 2017"
34957,Phentermine (Page 27),"April 12, 2017"
34958,Phentermine (Page 27),"April 12, 2017"
34959,Phentermine (Page 27),"April 11, 2017"
34960,Phentermine (Page 27),"April 11, 2017"
34961,Phentermine (Page 27),"April 10, 2017"
34962,Phentermine (Page 27),"April 10, 2017"
34963,Phentermine (Page 27),"April 9, 2017"
34964,Phentermine (Page 27),"April 8, 2017"
34965,Phentermine (Page 27),"April 8, 2017"
34966,Phentermine (Page 27),"April 7, 2017"
34967,Phentermine (Page 27),"April 6, 2017"
34968,Phentermine (Page 27),"April 6, 2017"
34969,Phentermine (Page 27),"April 5, 2017"
34970,Phentermine (Page 27),"April 5, 2017"
34971,Phentermine (Page 27),"April 5, 2017"
34972,Phentermine (Page 27),"April 5, 2017"
34973,Phentermine (Page 27),"April 4, 2017"
34974,Phentermine (Page 27),"April 4, 2017"
34975,Phentermine (Page 27),"April 3, 2017"
34976,Phentermine (Page 27),"April 3, 2017"
34977,Phentermine (Page 27),"April 3, 2017"
34978,Phentermine (Page 27),"March 31, 2017"
34979,Phentermine (Page 28),"March 31, 2017"
34980,Phentermine (Page 28),"March 31, 2017"
34981,Phentermine (Page 28),"March 30, 2017"
34982,Phentermine (Page 28),"March 29, 2017"
34983,Phentermine (Page 28),"March 28, 2017"
34984,Phentermine (Page 28),"March 28, 2017"
34985,Phentermine (Page 28),"March 28, 2017"
34986,Phentermine (Page 28),"March 27, 2017"
34987,Phentermine (Page 28),"March 27, 2017"
34988,Phentermine (Page 28),"March 27, 2017"
34989,Phentermine (Page 28),"March 26, 2017"
34990,Phentermine (Page 28),"March 26, 2017"
34991,Phentermine (Page 28),"March 26, 2017"
34992,Phentermine (Page 28),"March 25, 2017"
34993,Phentermine (Page 28),"March 25, 2017"
34994,Phentermine (Page 28),"March 24, 2017"
34995,Phentermine (Page 28),"March 24, 2017"
34996,Phentermine (Page 28),"March 24, 2017"
34997,Phentermine (Page 28),"March 24, 2017"
34998,Phentermine (Page 28),"March 24, 2017"
34999,Phentermine (Page 28),"March 22, 2017"
35000,Phentermine (Page 28),"March 22, 2017"
35001,Phentermine (Page 28),"March 22, 2017"
